,date,PM2.5,PM10,SO2,NO2,CO,O3
223,2013-10-10,76.375,105.20833333333333,45.836099999999995,41.125,662.5,26.5
224,2013-10-11,48.416666666666664,95.75,34.6171,73.29166666666667,775.0,27.654633333333333
225,2013-10-12,64.75,85.5,5.497800000000001,81.83333333333333,820.8333333333334,15.833333333333334
226,2013-10-13,46.708333333333336,55.875,6.7116,63.541666666666664,741.6666666666666,13.083333333333334
227,2013-10-14,31.333333333333332,37.5,3.1059,48.083333333333336,541.6666666666666,10.916666666666666
228,2013-10-15,15.541666666666666,26.0,5.350466666666667,50.416666666666664,391.6666666666667,18.708333333333332
229,2013-10-16,49.625,82.29166666666667,8.125,68.25,745.8333333333334,14.333333333333334
230,2013-10-17,132.66666666666666,170.33333333333334,22.208333333333332,94.83333333333333,1287.5,11.5
231,2013-10-18,225.58333333333334,254.20833333333334,41.208333333333336,126.16666666666667,2150.0,3.625
232,2013-10-19,68.375,65.625,15.75,48.208333333333336,720.8333333333334,22.375
233,2013-10-20,24.916666666666668,47.666666666666664,7.612966666666666,56.080058333333334,485.4166666666667,14.291666666666666
234,2013-10-21,84.04166666666667,128.45833333333334,18.458333333333332,86.574525,1000.0,15.55775
235,2013-10-22,132.54166666666666,170.0,28.083,94.4197375,995.8333333333334,29.500958333333333
236,2013-10-23,26.208333333333332,67.33333333333333,7.75,44.041666666666664,425.0,20.708333333333332
237,2013-10-24,18.625,40.583333333333336,3.7916666666666665,26.0,362.5,47.875
238,2013-10-25,40.666666666666664,63.25,10.208333333333334,58.125,650.0,33.791666666666664
239,2013-10-26,59.666666666666664,91.25,15.666666666666666,72.27083333333333,770.8333333333334,19.041666666666668
240,2013-10-27,185.29166666666666,225.70833333333334,35.708333333333336,122.45833333333333,1950.0,2.9166666666666665
241,2013-10-28,284.0833333333333,302.4583333333333,47.875,118.5,2875.0,14.916666666666666
242,2013-10-29,36.875,48.75,13.958333333333334,46.166666666666664,708.3333333333334,26.041666666666668
243,2013-10-30,81.625,110.20833333333333,14.5,77.83333333333333,1100.0,10.75
244,2013-10-31,146.29166666666666,170.0,14.333333333333334,104.79166666666667,1662.5,6.867133333333332
245,2013-11-01,183.83333333333334,201.04166666666666,21.625,105.66666666666667,1758.3333333333333,4.393479999999999
246,2013-11-02,228.0,232.29166666666666,17.333333333333332,111.5,2041.6666666666667,8.9360075
247,2013-11-03,49.958333333333336,53.833333333333336,7.416666666666667,43.208333333333336,691.6666666666666,30.871575000000004
248,2013-11-04,36.541666666666664,60.833333333333336,12.541666666666666,58.541666666666664,675.0,17.2717875
249,2013-11-05,166.29166666666666,221.54166666666666,34.25,100.5,2116.6666666666665,2.232015
250,2013-11-06,106.54166666666667,144.5,14.333333333333334,58.25,2429.1666666666665,28.053060000000002
251,2013-11-07,30.854166666666668,65.0,13.291666666666666,47.833333333333336,1918.75,17.349784883720933
252,2013-11-08,129.625,172.79166666666666,55.375,90.625,2345.8333333333335,5.628976744186047
253,2013-11-09,95.79166666666667,125.29166666666667,51.958333333333336,66.95833333333333,1720.8333333333333,18.674213372093025
254,2013-11-10,18.125,41.708333333333336,9.583333333333334,27.041666666666668,504.1666666666667,40.024162499999996
255,2013-11-11,34.5,55.125,18.833333333333332,47.416666666666664,641.6666666666666,19.111995
256,2013-11-12,60.666666666666664,84.95833333333333,22.791666666666668,59.75,1225.0,18.7808775
257,2013-11-13,166.375,190.58333333333334,60.833333333333336,98.66666666666667,3037.5,8.789340000000001
258,2013-11-14,65.375,102.08333333333333,23.5,56.875,1345.8333333333333,30.0370875
259,2013-11-15,92.83333333333333,167.875,33.166666666666664,91.0,2095.8333333333335,6.744325000000001
260,2013-11-16,44.541666666666664,90.91666666666667,15.833333333333334,33.875,893.75,39.912228125
261,2013-11-17,10.083333333333334,19.5,10.208333333333334,27.416666666666668,483.3333333333333,35.185696875
262,2013-11-18,9.166666666666666,13.625,8.75,23.25,360.4166666666667,31.6346625
263,2013-11-19,32.208333333333336,50.666666666666664,15.666666666666666,40.291666666666664,708.3333333333334,12.4607875
264,2013-11-20,71.45833333333333,99.75,33.5,64.04166666666667,1933.3333333333333,9.641975
265,2013-11-21,105.04166666666667,127.29166666666667,45.875,77.16666666666667,2304.1666666666665,4.15905
266,2013-11-22,141.66666666666666,157.04166666666666,57.708333333333336,92.16666666666667,2379.1666666666665,4.026929166666666
267,2013-11-23,197.54166666666666,217.875,67.95833333333333,112.04166666666667,3454.1666666666665,2.75
268,2013-11-24,93.375,169.5,31.375,52.0,1737.5,14.791666666666666
269,2013-11-25,13.0,26.375,10.666666666666666,27.125,529.1666666666666,23.458333333333332
270,2013-11-26,17.333333333333332,49.625,11.625,24.208333333333332,708.3333333333334,34.291666666666664
271,2013-11-27,7.5,39.208333333333336,4.041666666666667,9.791666666666666,350.0,45.125
272,2013-11-28,18.833333333333332,38.75,10.916666666666666,29.5,687.5,28.0
273,2013-11-29,56.083333333333336,92.16666666666667,27.458333333333332,73.79166666666667,1668.75,6.25
274,2013-11-30,35.333333333333336,57.25,30.416666666666668,48.041666666666664,1029.1666666666667,16.25
275,2013-12-01,66.5,96.125,36.375,73.95833333333333,1500.0,4.75
276,2013-12-02,109.45833333333333,134.20833333333334,58.75,84.04166666666667,2683.3333333333335,1.0833333333333333
277,2013-12-03,73.58333333333333,102.70833333333333,44.458333333333336,62.041666666666664,1875.0,13.814608333333334
278,2013-12-04,86.25,107.79166666666667,42.958333333333336,71.16666666666667,2154.1666666666665,5.708333333333333
279,2013-12-05,38.208333333333336,57.0,28.625,43.625,1175.0,18.333333333333332
